Assignment_3 
 Author: Cheng Chen Yang (ccy3); Yi Hsuan Liao (yhliao4)

Question1
  Storm ID      Name  Distance
  AL071992  DANIELLE    626.86
  AL081992   UNNAMED   1556.54
  AL091992      EARL   1542.69
  AL101992   FRANCES   3150.55
  AL011993   UNNAMED   1124.33
  AL021993    ARLENE    562.13
  AL031993      BRET   2767.86
  AL041993     CINDY    754.61
  AL051993     EMILY   3294.62
  AL061993    DENNIS   1010.97
  AL071993     FLOYD   3546.83
  AL081993      GERT   1637.02
  AL091993    HARVEY   1519.83
  AL101993   UNNAMED    600.18
  AL011994   ALBERTO   1059.78
  AL021994   UNNAMED    212.80
  AL031994     BERYL   1183.10
  AL041994     CHRIS   2887.86
  AL051994   UNNAMED    378.19
  AL061994     DEBBY    595.74
  AL071994   ERNESTO    533.83
  AL081994   UNNAMED    296.21
  AL091994   UNNAMED    188.42
  AL101994   UNNAMED    241.39
  AL111994  FLORENCE   2049.47
  AL121994    GORDON   3074.17
  AL011995   ALLISON   3614.91
  AL021995     BARRY   1241.51
  AL031995   CHANTAL   3897.61
  AL041995      DEAN    792.06
  AL051995      ERIN   1761.43
  AL061995   UNNAMED    238.18
  AL071995     FELIX   6309.87
  AL081995 GABRIELLE    230.81
  AL091995  HUMBERTO   2450.55
  AL101995      IRIS   4753.48
  AL111995     JERRY    778.88
  AL121995     KAREN   2129.75
  AL131995      LUIS   5442.15
  AL141995   UNNAMED   1231.00
  AL151995   MARILYN   3987.71
  AL161995      NOEL   2327.90
  AL171995      OPAL   2061.05
  AL181995     PABLO   1578.98
  AL191995   ROXANNE   1707.58
  AL201995 SEBASTIEN   1041.59
  AL211995     TANYA   2758.16
  AL011996    ARTHUR   2515.75
  AL021996    BERTHA   5557.52
  AL031996     CESAR   1502.26
  AL041996     DOLLY   1568.49
  AL051996   EDOUARD   5409.12
  AL061996      FRAN   4801.35
  AL071996    GUSTAV   1690.85
  AL081996  HORTENSE   3935.26
  AL091996   ISIDORE   2998.03
  AL101996 JOSEPHINE   5058.50
  AL111996      KYLE    146.05
  AL121996      LILI   5145.70
  AL131996     MARCO   1823.71
  AL011997   UNNAMED    943.85
  AL021997       ANA   1171.45
  AL031997      BILL   1154.12
  AL041997 CLAUDETTE    955.17
  AL051997     DANNY   2512.38
  AL061997   UNNAMED    530.16
  AL071997     ERIKA   4608.81
  AL081997    FABIAN    980.34
  AL091997     GRACE   1349.15
  AL011998      ALEX   2109.18
  AL021998    BONNIE   4027.24
  AL031998   CHARLEY    549.48
  AL041998  DANIELLE   5882.78
  AL051998      EARL   3740.67
  AL061998   FRANCES    822.58
  AL071998   GEORGES   4409.86
  AL081998   HERMINE    539.46
  AL091998      IVAN   3079.84
  AL101998    JEANNE   4014.08
  AL111998      KARL   3093.27
  AL121998      LISA   2696.28
  AL131998     MITCH   6453.47
  AL141998    NICOLE   2830.00
  AL011999    ARLENE    754.05
  AL021999   UNNAMED    134.86
  AL031999      BRET    835.12
  AL041999     CINDY   3414.21
  AL051999    DENNIS   2599.66
  AL061999     EMILY    826.98
  AL071999   UNNAMED    250.95
  AL081999     FLOYD   4118.19
  AL091999      GERT   3762.77
  AL101999    HARVEY    609.61
  AL111999   UNNAMED    263.06
  AL121999   UNNAMED    277.58
  AL131999     IRENE   3037.75
  AL141999      JOSE   2520.16
  AL151999   KATRINA    818.73
  AL161999     LENNY   1828.87
  AL012000   UNNAMED     56.66
  AL022000   UNNAMED   1096.18
  AL032000   ALBERTO   7304.88
  AL042000   UNNAMED    446.42
  AL052000     BERYL    384.13
  AL062000     CHRIS    550.32
  AL072000     DEBBY   1954.41
  AL082000   ERNESTO    803.21
  AL092000   UNNAMED    154.49
  AL102000  FLORENCE   1747.46
  AL112000    GORDON   2058.68
  AL122000    HELENE   4490.68
  AL132000     ISAAC   5354.24
  AL142000     JOYCE   2115.44
  AL152000     KEITH   1180.51
  AL162000    LESLIE   3582.74
  AL172000   MICHAEL   1768.56
  AL182000    NADINE   1020.27
  AL192000   UNNAMED   1740.98
  AL012001   ALLISON   2479.95
  AL022001   UNNAMED    399.45
  AL032001     BARRY    942.45
  AL042001   CHANTAL   3270.61
  AL052001      DEAN   2754.10
  AL062001      ERIN   4796.50
  AL072001     FELIX   2865.25
  AL082001 GABRIELLE   3320.89
  AL092001   UNNAMED    198.21
  AL102001  HUMBERTO   1829.09
  AL112001      IRIS   2006.81
  AL122001     JERRY    944.95
  AL132001     KAREN   1390.99
  AL142001   LORENZO   1137.64
  AL152001  MICHELLE   1648.95
  AL162001      NOEL    681.81
  AL172001      OLGA   2287.93
  AL012002    ARTHUR   2285.79
  AL022002    BERTHA    654.73
  AL032002 CRISTOBAL    409.66
  AL042002     DOLLY   1809.91
  AL052002   EDOUARD    588.51
  AL062002       FAY    600.24
  AL072002   UNNAMED    210.13
  AL082002    GUSTAV   2655.98
  AL092002     HANNA    640.75
  AL102002   ISIDORE   3483.58
  AL112002 JOSEPHINE    727.48
  AL122002      KYLE   3615.55
  AL132002      LILI   3575.65
  AL142002   UNNAMED    396.20
  AL012003       ANA   3009.92
  AL022003   UNNAMED    302.60
  AL032003      BILL   1381.48
  AL042003 CLAUDETTE   3432.51
  AL052003     DANNY   2515.31
  AL062003   UNNAMED    820.19
  AL072003   UNNAMED    271.72
  AL082003     ERIKA    932.06
  AL092003   UNNAMED    187.10
  AL102003    FABIAN   4936.71
  AL112003     GRACE    734.77
  AL122003     HENRI    814.89
  AL132003    ISABEL   3849.32
  AL142003   UNNAMED    407.51
  AL152003      JUAN   1353.18
  AL162003      KATE   5557.36
  AL172003     LARRY    976.02
  AL182003     MINDY    690.65
  AL192003  NICHOLAS   4232.33
  AL202003    ODETTE   1983.47
  AL212003     PETER   1042.97
  AL012004      ALEX   2473.62
  AL022004    BONNIE   3581.16
  AL032004   CHARLEY   2868.26
  AL042004  DANIELLE   2563.30
  AL052004      EARL   1033.79
  AL062004   FRANCES   4599.68
  AL072004    GASTON   2696.48
  AL082004   HERMINE   1028.54
  AL092004      IVAN   6683.21
  AL102004   UNNAMED    667.33
  AL112004    JEANNE   3180.07
  AL122004      KARL   5093.41
  AL132004      LISA   3303.33
  AL142004   MATTHEW    707.26
  AL152004    NICOLE    643.34
  AL162004      OTTO   1451.82
  AL012005    ARLENE   1947.04
  AL022005      BRET    226.17
  AL032005     CINDY   2597.50
  AL042005    DENNIS   3280.32
  AL052005     EMILY   3538.78
  AL062005  FRANKLIN   2281.15
  AL072005      GERT    527.33
  AL082005    HARVEY   2502.86
  AL092005     IRENE   3774.82
  AL102005       TEN   1044.89
  AL112005      JOSE    184.07
  AL122005   KATRINA   1828.35
  AL132005       LEE   1808.84
  AL142005     MARIA   4078.47
  AL152005      NATE   2427.08
  AL162005   OPHELIA   4675.03
  AL172005  PHILIPPE   1423.37
  AL182005      RITA   2144.14
  AL192005  NINETEEN    337.96
  AL202005      STAN    735.79
  AL212005   UNNAMED    758.74
  AL222005     TAMMY    519.47
  AL232005 WENTY-TWO   1549.77
  AL242005     VINCE    785.33
  AL252005     WILMA   3014.88
  AL262005     ALPHA    907.84
  AL272005      BETA    431.25
  AL282005     GAMMA   1674.54
  AL292005     DELTA   3513.86
  AL302005   EPSILON   2160.61
  AL312005      ZETA   1329.59
  AL012006   ALBERTO   4475.84
  AL022006   UNNAMED   1252.78
  AL032006     BERYL   1313.04
  AL042006     CHRIS   1411.99
  AL052006     DEBBY   2088.39
  AL062006   ERNESTO   2754.22
  AL072006  FLORENCE   5406.53
  AL082006    GORDON   5251.00
  AL092006    HELENE   5300.02
  AL102006     ISAAC   1783.53
  AL012007    ANDREA   1373.27
  AL022007     BARRY   2052.12
  AL032007   CHANTAL   2900.75
  AL042007      DEAN   4111.59
  AL052007      ERIN   1177.65
  AL062007     FELIX   2228.79
  AL072007 GABRIELLE    870.18
  AL082007    INGRID   1147.38
  AL092007  HUMBERTO    434.92
  AL102007       TEN    158.44
  AL112007     JERRY    351.52
  AL122007     KAREN   1202.09
  AL132007   LORENZO    363.44
  AL142007   MELISSA   1752.04
  AL152007   FIFTEEN   1940.66
  AL162007      NOEL   4183.88
  AL172007      OLGA   1879.83
  AL012008    ARTHUR    226.87
  AL022008    BERTHA   5376.18
  AL032008 CRISTOBAL   1304.24
  AL042008     DOLLY   1638.92
  AL052008   EDOUARD    677.13
  AL062008       FAY   2352.16
  AL072008    GUSTAV   2866.67
  AL082008     HANNA   3600.31
  AL092008       IKE   5076.03
  AL102008 JOSEPHINE   1913.38
  AL112008      KYLE   1811.57
  AL122008     LAURA   2583.15
  AL132008     MARCO    312.07
  AL142008      NANA    793.08
  AL152008      OMAR   2171.97
  AL162008   SIXTEEN    182.90
  AL172008    PALOMA   1490.15
  AL012009       ONE   1108.60
  AL022009       ANA   1800.23
  AL032009      BILL   5423.52
  AL042009 CLAUDETTE    433.70
  AL052009     DANNY    566.95
  AL062009     ERIKA    537.81
  AL072009      FRED   3003.22
  AL082009     EIGHT    425.28
  AL092009     GRACE   2912.14
  AL102009     HENRI   1359.91
  AL112009       IDA   1439.28
  AL012010      ALEX   1349.63
  AL022010       TWO    762.82
  AL032010    BONNIE   1077.73
  AL042010     COLIN   2065.91
  AL052010      FIVE   1240.84
  AL062010  DANIELLE   4994.28
  AL072010      EARL   5387.32
  AL082010     FIONA   2303.74
  AL092010    GASTON   2111.92
  AL102010   HERMINE   1336.30
  AL112010      IGOR   4738.10
  AL122010     JULIA   3462.19
  AL132010      KARL   1126.44
  AL142010      LISA   1184.10
  AL152010   MATTHEW   1109.29
  AL162010    NICOLE    600.12
  AL172010      OTTO   3548.51
  AL182010     PAULA    943.97
  AL192010   RICHARD   1040.69
  AL202010     SHARY   1128.20
  AL212010     TOMAS   3674.90
  AL012011    ARLENE    373.65
  AL022011      BRET   1553.63
  AL032011     CINDY   1768.66
  AL042011       DON    776.40
  AL052011     EMILY   1637.80
  AL062011  FRANKLIN   1512.86
  AL072011      GERT   1686.88
  AL082011    HARVEY    908.90
  AL092011     IRENE   3094.78
  AL102011       TEN    376.45
  AL112011      JOSE    928.58
  AL122011     KATIA   6746.78
  AL202011   UNNAMED    469.89
  AL132011       LEE    740.83
  AL142011     MARIA   3782.56
  AL152011      NATE    463.10
  AL162011   OPHELIA   4429.22
  AL172011  PHILIPPE   4153.54
  AL182011      RINA    882.09
  AL192011      SEAN   1536.63
  AL012012   ALBERTO   1035.63
  AL022012     BERYL   2248.04
  AL032012     CHRIS   2788.21
  AL042012     DEBBY    520.57
  AL052012   ERNESTO   2999.25
  AL062012  FLORENCE   1777.23
  AL072012    HELENE   3445.82
  AL082012    GORDON   2292.37
  AL092012     ISAAC   3511.38
  AL102012     JOYCE    899.19
  AL112012      KIRK   2182.68
  AL122012    LESLIE   4271.83
  AL132012   MICHAEL   1948.38
  AL142012    NADINE   5175.68
  AL152012     OSCAR    846.97
  AL162012     PATTY     88.61
  AL172012    RAFAEL   5521.43
  AL182012     SANDY   2326.51
  AL192012      TONY   1590.70
  AL012013    ANDREA   1514.68
  AL022013     BARRY   1054.29
  AL032013   CHANTAL   1808.24
  AL042013    DORIAN   4035.51
  AL052013      ERIN   1234.06
  AL062013   FERNAND    253.53
  AL072013 GABRIELLE   1570.42
  AL082013     EIGHT    106.32
  AL092013  HUMBERTO   2357.37
  AL102013    INGRID    679.13
  AL112013     JERRY   1680.85
  AL122013     KAREN    486.19
  AL132013   LORENZO    753.07
  AL142013   MELISSA   2443.57
  AL152013   UNNAMED    563.52
  AL012014    ARTHUR   2793.83
  AL022014       TWO   1562.54
  AL032014    BERTHA   5715.60
  AL042014 CRISTOBAL   3941.88
  AL052014     DOLLY    619.69
  AL062014   EDOUARD   3572.58
  AL072014       FAY   1020.76
  AL082014   GONZALO   3475.31
  AL092014     HANNA   1453.76
  AL012015       ANA   1305.83
  AL022015      BILL   1326.80
  AL032015 CLAUDETTE   1157.44
  AL042015     DANNY   1935.31
  AL052015     ERIKA   1379.70
  AL062015      FRED   1740.77
  AL072015     GRACE   1371.53
  AL082015     HENRI    370.17
  AL092015      NINE    726.70
  AL102015       IDA   2347.11
  AL112015   JOAQUIN   4493.32
  AL122015      KATE   2274.03
  AL012016      ALEX   4786.54
  AL022016    BONNIE   3365.51
  AL032016     COLIN   2049.02
  AL042016  DANIELLE    447.51
  AL052016      EARL   1181.72
  AL062016     FIONA   2154.51
  AL072016    GASTON   4058.02
  AL082016     EIGHT    820.63
  AL092016   HERMINE   2213.99
  AL102016       IAN   2541.24
  AL112016     JULIA   1109.27
  AL122016      KARL   4588.83
  AL132016      LISA   1536.90
  AL142016   MATTHEW   2606.89
  AL152016    NICOLE   3508.74
  AL162016      OTTO   1215.89
  AL012017    ARLENE   2034.37
  AL022017      BRET    799.01
  AL032017     CINDY   1504.07
  AL042017      FOUR    835.42
  AL052017       DON    559.65
  AL062017     EMILY    495.01
  AL072017  FRANKLIN   1036.27
  AL082017      GERT   2690.13
  AL092017    HARVEY   4351.01
  AL112017      IRMA   4155.84
  AL122017      JOSE   4214.33
  AL132017     KATIA    362.93
  AL142017       LEE   4183.98
  AL152017     MARIA   4892.94
  AL162017      NATE   3206.98
  AL172017   OPHELIA   3382.26
  AL182017  PHILIPPE    377.14
  AL192017      RINA   1307.80
  AL012018   ALBERTO   1793.20
  AL022018     BERYL   4252.93
  AL032018     CHRIS   3662.50
  AL042018     DEBBY   2534.67
  AL052018   ERNESTO   2045.18
  AL062018  FLORENCE   4713.54
  AL072018    GORDON   1158.85
  AL082018    HELENE   3702.79
  AL092018     ISAAC   2027.64
  AL102018     JOYCE   1964.73
  AL112018    ELEVEN     91.12
  AL122018      KIRK   2570.91
  AL132018    LESLIE   5667.41
  AL142018   MICHAEL   4610.20
  AL152018    NADINE    758.80
  AL162018     OSCAR   3810.80
  AL012019    ANDREA    290.09
  AL022019     BARRY    832.87
  AL032019     THREE    301.51
  AL042019   CHANTAL   1268.71
  AL052019    DORIAN   4182.41
  AL062019      ERIN    670.81
  AL072019   FERNAND    292.87
  AL082019 GABRIELLE   2972.35
  AL092019  HUMBERTO   1794.85
  AL102019     JERRY   2642.20
  AL112019    IMELDA    191.00
  AL122019     KAREN   1390.52
  AL132019   LORENZO   4490.09
  AL142019   MELISSA   1567.43
  AL152019   FIFTEEN    826.97
  AL162019    NESTOR   1444.76
  AL172019      OLGA   1525.79
  AL182019     PABLO   1818.27
  AL192019   REBEKAH   2047.06
  AL202019 SEBASTIEN   3722.87
  EP011949   UNNAMED    221.30
  EP021949   UNNAMED   1041.26
  EP031949   UNNAMED    940.35
  EP041949   UNNAMED    353.64
  EP051949   UNNAMED    488.86
  EP061949   UNNAMED    422.38
  EP011950   UNNAMED    735.86
  EP021950   UNNAMED    540.10
  EP031950   UNNAMED    610.31
  CP011950      HIKI   2183.04
  EP041950   UNNAMED    140.36
  EP051950   UNNAMED    674.03
  EP061950   UNNAMED    260.02
  EP011951   UNNAMED    489.87
  EP021951   UNNAMED    375.77
  EP031951   UNNAMED    175.45
  EP041951   UNNAMED    213.40
  EP051951   UNNAMED   2097.55
  EP061951   UNNAMED   1483.09
  EP071951   UNNAMED    505.87
  EP081951   UNNAMED   1187.63
  EP091951   UNNAMED    705.98
  EP011952   UNNAMED    385.91
  EP021952   UNNAMED    610.73
  EP031952   UNNAMED    411.34
  EP041952   UNNAMED    616.23
  EP051952   UNNAMED   1222.06
  EP061952   UNNAMED    261.87
  EP071952   UNNAMED    392.04
  EP011953   UNNAMED    383.78
  EP021953   UNNAMED    242.60
  EP031953   UNNAMED    346.07
  EP041953   UNNAMED    957.35
  EP011954   UNNAMED    607.61
  EP021954   UNNAMED   1098.39
  EP031954   UNNAMED   1481.86
  EP041954   UNNAMED   1188.50
  EP051954   UNNAMED   1904.51
  EP061954   UNNAMED    837.79
  EP071954   UNNAMED   1098.61
  EP081954   UNNAMED   1260.08
  EP091954   UNNAMED    681.12
  EP101954   UNNAMED    326.55
  EP111954   UNNAMED   1622.42
  EP011955   UNNAMED    287.40
  EP021955   UNNAMED    435.43
  EP031955   UNNAMED    600.38
  EP041955   UNNAMED    506.88
  EP051955   UNNAMED    556.33
  EP061955   UNNAMED    263.58
  EP011956   UNNAMED    522.23
  EP021956   UNNAMED    723.20
  EP031956   UNNAMED    380.79
  EP041956   UNNAMED    393.49
  EP051956   UNNAMED    892.03
  EP061956   UNNAMED    343.69
  EP071956   UNNAMED   1144.79
  EP081956   UNNAMED    293.49
  EP091956   UNNAMED    466.26
  EP101956   UNNAMED   1197.90
  EP111956   UNNAMED    312.84
  EP011957     KANOA   2725.02
  EP021957   UNNAMED   2847.38
  EP031957   UNNAMED   1220.75
  CP011957     DELLA   3029.45
  EP041957   UNNAMED    427.15
  EP051957   UNNAMED    289.86
  EP061957   UNNAMED    306.21
  CP021957   UNNAMED    794.96
  EP071957   UNNAMED    151.59
  EP081957   UNNAMED   1398.27
  EP091957   UNNAMED    530.68
  EP101957   UNNAMED    736.34
  CP031957      NINA   1421.88
  EP011958   UNNAMED   1253.53
  EP021958   UNNAMED    385.02
  EP031958   UNNAMED    615.52
  EP041958   UNNAMED    685.37
  EP051958   UNNAMED   1125.12
  EP061958   UNNAMED    290.12
  CP011958   UNNAMED    343.77
  EP071958   UNNAMED    368.11
  EP081958   UNNAMED    946.50
  EP091958   UNNAMED    525.10
  EP101958   UNNAMED   1596.05
  EP111958   UNNAMED    691.91
  EP121958   UNNAMED    255.13
  EP011959   UNNAMED    632.31
  EP021959   UNNAMED    462.17
  EP031959   UNNAMED   1430.87
  EP041959   UNNAMED    780.08
  EP051959   UNNAMED    114.20
  CP011959       DOT   1464.82
  EP061959   UNNAMED    443.29
  EP071959   UNNAMED    356.77
  EP081959   UNNAMED    365.42
  EP091959   UNNAMED   1804.93
  CP021959     PATSY   1007.22
  EP101959   UNNAMED    767.61
  CP031959     WANDA    402.68
  EP111959   UNNAMED    273.61
  EP121959   UNNAMED    930.88
  EP011960   ANNETTE    857.39
  EP021960     BONNY    638.73
  EP031960   CELESTE    817.76
  EP041960     DIANA   1150.17
  EP051960   ESTELLE   2262.17
  EP061960  FERNANDA   1130.65
  EP071960  HYACINTH    346.59
  EP011961       IVA    576.27
  EP021961    JOANNE    263.69
  EP031961  KATHLEEN    198.62
  EP041961      LIZA   1500.72
  EP051961     NAOMI    241.05
  EP061961      ORLA    638.99
  EP071961   PAULINE    264.91
  EP081961   REBECCA    372.10
  EP101961      TARA    430.60
  EP011962   VALERIE    557.40
  EP021962     WILLA    637.41
  EP031962       AVA    614.44
  EP041962   UNNAMED    196.10
  EP051962   UNNAMED    892.88
  EP061962   BERNICE    601.17
  EP071962   CLAUDIA    904.44
  EP081962   UNNAMED    561.44
  EP091962    DOREEN   1024.51
  EP011963     EMILY    239.62
  EP021963  FLORENCE    992.32
  EP031963    GLENDA    468.10
  CP011963   UNNAMED   2541.86
  EP041963  JEN-KATH   2546.92
  EP051963      IRAH   3286.58
  EP061963   LILLIAN    639.54
  EP071963      MONA    672.79
  EP011964   NATALIE    711.95
  EP021964    ODESSA   1163.26
  EP031964  PRUDENCE   1148.20
  EP041964   ROSALYN    285.14
  EP051964    TILLIE    358.89
  EP011965  VICTORIA    868.99
  EP021965    WALLIE    273.58
  EP031965       AVA   1263.65
  EP041965   BERNICE   1766.35
  EP051965   CLAUDIA   1252.54
  EP061965    DOREEN   2331.55
  EP071965     EMILY   1139.98
  EP081965  FLORENCE   1451.32
  EP091965    GLENDA   1531.93
  EP101965     HAZEL    431.42
  EP011966     ADELE    385.93
  EP021966    BLANCA   2884.97
  EP031966    CONNIE   1981.23
  EP041966   DOLORES   2194.52
  EP051966    EILEEN   1309.44
  EP061966 FRANCESCA   2132.48
  EP071966  GRETCHEN    778.46
  EP081966     HELGA   1569.48
  EP091966      IONE    507.95
  EP101966     JOYCE    711.27
  EP111966   KIRSTEN    849.83
  EP121966  LORRAINE    187.60
  EP131966    MAGGIE    813.33
  EP011967    AGATHA    473.04
  EP021967   BRIDGET    106.27
  EP031967  CARLOTTA    836.36
  EP041967    DENISE   4162.03
  EP051967   ELEANOR   2451.93
  EP061967  FRANCENE   1269.40
  EP071967 GEORGETTE   1075.99
  EP081967      ILSA   1515.50
  EP091967     JEWEL   1018.23
  EP101967   KATRINA   1225.80
  EP111967      LILY   1715.39
  CP011967     SARAH   4280.75
  EP121967    MONICA    637.88
  EP131967   NANETTE   1288.57
  EP141967    OLIVIA   1215.65
  EP151967 PRISCILLA   1556.71
  EP161967    RAMONA   2394.57
  EP011968   ANNETTE    336.84
  EP021968     BONNY   1160.16
  EP031968   CELESTE   1529.63
  EP041968     DIANA   1678.71
  EP051968   ESTELLE   2315.62
  EP061968  FERNANDA   2473.08
  EP071968      GWEN   1212.74
  EP081968  HYACINTH    894.00
  EP091968       IVA   1702.64
  EP101968    JOANNE   1844.69
  EP111968  KATHLEEN   2608.05
  EP121968      LIZA   1733.08
  EP131968  MADELINE    345.64
  EP141968     NAOMI   1309.28
  EP151968      ORLA   1790.20
  EP161968   PAULINE   1418.20
  EP171968   REBECCA   1056.07
  EP181968    SIMONE     96.33
  EP191968      TARA   2015.12
  EP011969       AVA   1564.24
  EP021969   BERNICE   1863.91
  EP031969   CLAUDIA    511.91
  EP041969    DOREEN    908.19
  EP051969     EMILY    490.37
  EP061969  FLORENCE    750.57
  EP071969    GLENDA   1127.38
  EP081969   HEATHER    897.29
  EP091969      IRAH    323.26
  EP101969  JENNIFER    832.07
  EP011970     ADELE   1949.08
  EP021970    BLANCA    196.04
  EP031970    CONNIE    500.28
  EP041970    EILEEN    732.12
  EP051970 FRANCESCA   2178.48
  EP061970  GRETCHEN    860.84
  EP071970     HELGA    581.83
  EP081970    IONE-2    954.59
  EP091970    IONE-1    184.44
  EP101970     JOYCE    957.02
  EP111970   KRISTEN    902.66
  EP121970  LORRAINE   2782.16
  EP131970    MAGGIE   1699.87
  EP141970     NORMA   1025.43
  CP011970       DOT   1167.30
  EP151970    ORLENE    303.68
  EP161970  PATRICIA   2076.45
  EP171970   ROSALIE    513.00
  EP181970     SELMA    955.75
  EP011971    AGATHA    809.74
  EP021971   BRIDGET   1395.84
  EP031971  CARLOTTA   1736.60
  EP041971    DENISE   3447.16
  EP051971   ELEANOR   1433.60
  EP061971 FRANCESCA   1452.33
  EP071971 GEORGETTE   1655.35
  EP081971    HILARY   2135.51
  EP091971      ILSA   1886.41
  EP101971     JEWEL    990.98
  EP111971   KATRINA   1103.25
  EP121971      LILY    876.83
  EP131971    MONICA    961.30
  EP141971   NANETTE   1500.19
  EP151971    OLIVIA   2263.59
  EP161971 PRISCILLA   1396.48
  EP171971    RAMONA    755.68
  EP181971    SHARON    673.64
  EP011972   ANNETTE    664.76
  EP021972     BONNY    658.02
  EP031972   CELESTE   3452.39
  EP041972     DIANA   2448.13
  EP051972   ESTELLE   1707.01
  EP061972  FERNANDA   3200.64
  EP071972      GWEN   1842.87
  EP081972  HYACINTH   2878.22
  EP091972       IVA   1603.79
  CP011972      JUNE    915.53
  EP101972    JOANNE   1604.82
  EP111972  KATHLEEN    350.66
  CP021972      RUBY   2124.03
  EP121972      LIZA    327.71
  EP011973       AVA   2282.51
  EP021973   BERNICE    410.45
  EP031973   CLAUDIA    557.47
  EP041973    DOREEN   4112.10
  EP051973     EMILY   1641.35
  EP061973  FLORENCE   1227.88
  EP071973    GLENDA   1574.54
  EP081973   HEATHER    182.14
  EP091973      IRAH   1157.52
  EP101973  JENNIFER    970.56
  EP111973 KATHERINE   2427.46
  EP121973   LILLIAN   1023.59
  EP011974    ALETTA    473.79
  EP021974    BLANCA    662.87
  EP031974    CONNIE   1640.45
  EP041974   DOLORES    438.06
  EP051974    EILEEN    400.44
  EP061974 FRANCESCA   1405.82
  EP071974  GRETCHEN   1211.88
  EP081974     HELGA    891.07
  EP091974      IONE   1947.70
  CP011974     OLIVE   1145.27
  EP101974     JOYCE   1203.23
  EP111974   KIRSTEN    997.16
  EP121974  LORRAINE    903.44
  EP131974    MAGGIE   1062.28
  EP141974     NORMA    240.30
  EP151974    ORLENE   1067.23
  EP161974  PATRICIA   2602.32
  EP171974   ROSALIE    443.33
  EP011975    AGATHA    642.00
  EP021975   BRIDGET    824.75
  EP031975  CARLOTTA   1741.44
  EP041975    DENISE   1847.45
  EP051975   ELEANOR    399.84
  EP061975  FRANCENE    544.47
  EP071975 GEORGETTE    744.29
  EP081975    HILARY   1101.36
  EP091975      ILSA   1999.98
  EP101975     JEWEL   1737.40
  EP111975   KATRINA   1849.47
  CP011975   UNNAMED   2285.43
  EP121975      LILY   1359.75
  EP131975    MONICA    638.38
  EP141975   NANETTE   1090.29
  EP151975    OLIVIA    823.88
  EP161975 PRISCILLA   1127.51
  EP011976   ANNETTE   1487.30
  EP021976     BONNY    915.58
  EP031976   CELESTE   1868.18
  EP041976     DIANA   2621.38
  EP051976   ESTELLE    497.29
  EP061976  FERNANDA   1218.80
  EP071976      GWEN   3738.10
  EP081976  HYACINTH   2402.88
  EP091976       IVA   2047.17
  EP101976    JOANNE   2339.17
  EP111976  KATHLEEN   1538.10
  CP011976      KATE   1182.22
  EP121976      LIZA   1050.95
  EP131976  MADELINE   1044.30
  EP141976     NAOMI    941.62
  EP011977       AVA    523.65
  EP021977   BERNICE    949.73
  EP031977   CLAUDIA   1120.73
  EP041977    DOREEN   1153.68
  EP051977     EMILY    416.43
  EP061977  FLORENCE   1018.51
  EP071977    GLENDA   1217.36
  EP081977   HEATHER    997.42
  EP011978    ALETTA    292.03
  EP021978       BUD    857.87
  EP031978  CARLOTTA   1869.03
  EP041978    DANIEL   2234.54
  EP051978    EMILIA    959.73
  EP061978      FICO   4708.34
  EP071978     GILMA   1895.45
  EP081978    HECTOR   1850.95
  EP091978       IVA    745.21
  EP101978      JOHN   2846.44
  EP111978    KRISTY   2468.51
  EP121978      LANE   1373.11
  EP131978    MIRIAM   3278.68
  EP141978    NORMAN   2113.73
  EP151978    OLIVIA    410.06
  EP161978      PAUL   1026.14
  EP171978      ROSA    825.70
  CP011978     SUSAN    943.09
  EP181978    SERGIO    760.27
  EP011979    ANDRES    737.89
  EP021979    BLANCA   1345.29
  EP031979    CARLOS    555.40
  EP041979   DOLORES   1803.22
  EP051979   ENRIQUE   1466.37
  EP061979      FEFA   1277.30
  EP071979 GUILLERMO    667.02
  EP081979     HILDA    834.04
  EP091979   IGNACIO   1273.48
  EP101979    JIMENA    728.80
  EP011980    AGATHA   1661.79
  EP021980      BLAS    475.58
  EP031980     CELIA   1206.55
  EP041980     DARBY   1088.70
  EP051980   ESTELLE    298.85
  EP061980     FRANK    620.43
  EP071980 GEORGETTE    999.82
  EP081980    HOWARD   1421.36
  EP091980      ISIS    984.19
  EP101980    JAVIER   1518.49
  EP111980       KAY   3331.00
  EP121980    LESTER    479.24
  EP131980  MADELINE    263.27
  EP141980    NEWTON    273.46
  EP011981    ADRIAN    577.30
  EP021981   BEATRIZ   1403.89
  EP031981    CALVIN    741.11
  EP041981      DORA   1378.36
  EP051981    EUGENE   1157.41
  EP061981  FERNANDA   2174.39
  EP071981      GREG   2142.21
  EP081981    HILARY   1352.84
  EP091981     IRWIN    759.85
  EP101981      JOVA   2138.91
  EP111981      KNUT    855.94
  EP121981     LIDIA    401.52
  EP131981       MAX    293.03
  EP141981     NORMA    686.43
  EP151981      OTIS    991.91
  EP011982    ALETTA    729.89
  EP021982       BUD    324.83
  EP031982  CARLOTTA    844.94
  EP041982    DANIEL   3939.91
  EP051982    EMILIA    920.43
  EP061982     FABIO   1743.05
  EP071982     GILMA   2539.08
  EP081982    HECTOR   1548.28
  EP091982       IVA   1549.50
  EP101982      JOHN   2241.43
  EP111982    KRISTY   2457.75
  EP121982      LANE   1825.91
  EP131982    MIRIAM   2988.02
  CP011982     AKONI    680.54
